"city","state","idhm","income","longevity","education","year"
"Rio Preto da Eva","AM",0.644,0.59,0.645,0.697,1991
"Sapeaçu","BA",0.577,0.479,0.638,0.613,1991
"Sem-Peixe","MG",0.576,0.47,0.584,0.674,1991
"Apuí","AM",0.616,0.594,0.622,0.633,1991
"Barra dos Coqueiros","SE",0.581,0.546,0.504,0.692,1991
"Capitão Andrade","MG",0.583,0.524,0.603,0.621,1991
"Carmópolis","SE",0.601,0.528,0.593,0.683,1991
"Crateús","CE",0.561,0.503,0.617,0.563,1991
"Governador Mangabeira","BA",0.55,0.438,0.585,0.628,1991
"Monjolos","MG",0.577,0.49,0.618,0.623,1991
"Muritiba","BA",0.57,0.497,0.551,0.663,1991
"Nazaré","BA",0.555,0.513,0.561,0.592,1991
"Paranhos","MS",0.629,0.601,0.635,0.651,1991
"Patu","RN",0.549,0.49,0.553,0.603,1991
"Rorainópolis","RR",0.576,0.529,0.574,0.624,1991
"Santa Luzia","PB",0.586,0.521,0.586,0.652,1991
"Tomé-Açu","PA",0.594,0.541,0.591,0.65,1991
"Amparo do Serra","MG",0.588,0.498,0.63,0.637,1991
"Aparecida do Rio Negro","TO",0.617,0.532,0.612,0.708,1991
"Campo Maior","PI",0.597,0.536,0.615,0.641,1991
"Curiúva","PR",0.581,0.521,0.573,0.648,1991
"Cutias","AP",0.583,0.5,0.649,0.599,1991
"Diamante do Sul","PR",0.563,0.482,0.637,0.569,1991
"Divinópolis de Goiás","GO",0.596,0.529,0.618,0.641,1991
"Durandé","MG",0.548,0.484,0.545,0.616,1991
"Ichu","BA",0.568,0.453,0.589,0.663,1991
"Itacajá","TO",0.573,0.477,0.648,0.594,1991
"Itaperuçu","PR",0.606,0.543,0.644,0.631,1991
"Itaú","RN",0.588,0.527,0.605,0.631,1991
"Jardim de Piranhas","RN",0.587,0.539,0.661,0.56,1991
"Licínio de Almeida","BA",0.581,0.492,0.631,0.62,1991
"Mariluz","PR",0.621,0.582,0.617,0.663,1991
"Ponte Alta do Tocantins","TO",0.584,0.487,0.618,0.647,1991
"São Domingos do Cariri","PB",0.545,0.456,0.603,0.575,1991
"Silves","AM",0.684,0.563,0.667,0.821,1991
"Urucuia","MG",0.568,0.428,0.682,0.595,1991
"Alto Alegre do Parecis","RO",0.569,0.502,0.572,0.633,1991
"Bandeirantes do Tocantins","TO",0.552,0.533,0.647,0.476,1991
"Brasil Novo","PA",0.591,0.544,0.616,0.612,1991
"Cantagalo","MG",0.579,0.496,0.675,0.567,1991
"Gandu","BA",0.567,0.587,0.551,0.564,1991
"Irituia","PA",0.579,0.471,0.645,0.622,1991
"Itambé do Mato Dentro","MG",0.573,0.496,0.676,0.546,1991
"Lagoão","RS",0.551,0.497,0.553,0.604,1991
"Parnaíba","PI",0.589,0.544,0.54,0.683,1991
"Piedade de Ponte Nova","MG",0.571,0.554,0.543,0.616,1991
"Presidente Kennedy","ES",0.586,0.547,0.593,0.618,1991
"São Jerônimo da Serra","PR",0.583,0.528,0.623,0.598,1991
"São João do Cariri","PB",0.559,0.469,0.572,0.637,1991
"São Valério da Natividade","TO",0.578,0.521,0.604,0.608,1991
"Vila Boa","GO",0.585,0.536,0.663,0.555,1991
"Vila Propício","GO",0.539,0.493,0.691,0.434,1991
"Alenquer","PA",0.594,0.505,0.589,0.688,1991
"Araguacema","TO",0.595,0.52,0.628,0.636,1991
"Brejinho de Nazaré","TO",0.56,0.489,0.54,0.651,1991
"Brejo Santo","CE",0.55,0.523,0.618,0.508,1991
"Caetité","BA",0.558,0.485,0.631,0.559,1991
"Campinápolis","MT",0.571,0.578,0.559,0.575,1991
"Capelinha","MG",0.564,0.536,0.572,0.584,1991
"Cascavel","CE",0.544,0.466,0.609,0.556,1991
"Catas Altas da Noruega","MG",0.604,0.481,0.652,0.68,1991
"Combinado","TO",0.569,0.51,0.538,0.659,1991
"Coronel Murta","MG",0.578,0.469,0.619,0.646,1991
"Floresta do Araguaia","PA",0.549,0.476,0.639,0.531,1991
"Ibirapuã","BA",0.57,0.495,0.665,0.551,1991
"Imbé de Minas","MG",0.551,0.466,0.616,0.57,1991
"Itanhém","BA",0.574,0.533,0.61,0.578,1991
"Joaquim Felício","MG",0.57,0.504,0.603,0.604,1991
"Pedro Canário","ES",0.591,0.591,0.539,0.643,1991
"Quixadá","CE",0.572,0.512,0.611,0.592,1991
"Rio Espera","MG",0.598,0.478,0.671,0.646,1991
"São Gabriel da Cachoeira","AM",0.608,0.567,0.612,0.644,1991
"São João da Lagoa","MG",0.567,0.44,0.652,0.608,1991
"Aracati","CE",0.561,0.504,0.578,0.602,1991
"Barão de Melgaço","MT",0.545,0.49,0.61,0.536,1991
"Cedro","PE",0.541,0.416,0.629,0.579,1991
"Conceição do Mato Dentro","MG",0.596,0.511,0.676,0.601,1991
"Estância","SE",0.571,0.537,0.534,0.642,1991
"Fernandes Tourinho","MG",0.588,0.513,0.636,0.616,1991
"Godoy Moreira","PR",0.572,0.49,0.588,0.637,1991
"Grão Mogol","MG",0.596,0.525,0.716,0.546,1991
"Jaguaribe","CE",0.571,0.497,0.648,0.569,1991
"Rosário do Catete","SE",0.56,0.515,0.526,0.64,1991
"São João da Ponta","PA",0.632,0.482,0.643,0.77,1991
"Saubara","BA",0.566,0.485,0.551,0.663,1991
"Teresina de Goiás","GO",0.634,0.622,0.621,0.658,1991
"Terra Nova","BA",0.588,0.45,0.631,0.682,1991
"Valença","BA",0.561,0.534,0.574,0.575,1991
"Cametá","PA",0.621,0.46,0.669,0.733,1991
"Candeias do Jamari","RO",0.597,0.596,0.547,0.648,1991
"Colinas do Sul","GO",0.585,0.54,0.525,0.69,1991
"General Maynard","SE",0.602,0.495,0.631,0.681,1991
"Magalhães Barata","PA",0.609,0.432,0.625,0.771,1991
"Mata de São João","BA",0.584,0.526,0.561,0.665,1991
"Presidente Kubitschek","MG",0.612,0.488,0.666,0.683,1991
"Pugmil","TO",0.55,0.516,0.498,0.635,1991
"Riachuelo","SE",0.57,0.501,0.627,0.582,1991
"Rio Largo","AL",0.567,0.525,0.552,0.625,1991
"Santa Inês","MA",0.593,0.525,0.61,0.643,1991
"Santo Hipólito","MG",0.596,0.506,0.65,0.632,1991
"São Domingos do Araguaia","PA",0.546,0.485,0.634,0.52,1991
"São José de Mipibu","RN",0.543,0.504,0.568,0.557,1991
"São Miguel dos Campos","AL",0.541,0.536,0.576,0.51,1991
"Urupá","RO",0.612,0.531,0.668,0.637,1991
"Aquiraz","CE",0.537,0.497,0.59,0.524,1991
"Assis Brasil","AC",0.575,0.527,0.586,0.613,1991
"Goiabeira","MG",0.553,0.496,0.592,0.571,1991
"Igarapé-Açu","PA",0.583,0.522,0.575,0.651,1991
"Ipu","CE",0.53,0.452,0.63,0.508,1991
"Ipupiara","BA",0.589,0.459,0.614,0.693,1991
"Lagoa da Confusão","TO",0.499,0.507,0.513,0.478,1991
"Morada Nova","CE",0.565,0.491,0.664,0.539,1991
"Palmital","PR",0.568,0.504,0.566,0.635,1991
"Paudalho","PE",0.565,0.492,0.631,0.571,1991
"Rio Branco do Ivaí","PR",0.557,0.472,0.628,0.572,1991
"Santa Cruz do Escalvado","MG",0.573,0.464,0.63,0.624,1991
"São José do Divino","MG",0.564,0.496,0.635,0.56,1991
"São Miguel do Guamá","PA",0.59,0.533,0.583,0.655,1991
"Simplício Mendes","PI",0.574,0.514,0.626,0.581,1991
"Toritama","PE",0.643,0.632,0.709,0.588,1991
"Urandi","BA",0.571,0.532,0.638,0.543,1991
"Belém de São Francisco","PE",0.577,0.5,0.665,0.566,1991
"Brasiléia","AC",0.551,0.534,0.549,0.57,1991
"Igarapé-Miri","PA",0.588,0.491,0.669,0.603,1991
"Mato Verde","MG",0.575,0.507,0.649,0.569,1991
"Natividade","TO",0.566,0.526,0.523,0.649,1991
"Olhos-d'Água","MG",0.555,0.459,0.66,0.546,1991
"Ourém","PA",0.567,0.478,0.613,0.61,1991
"Redentora","RS",0.581,0.507,0.578,0.659,1991
"Rio Bonito do Iguaçu","PR",0.607,0.494,0.654,0.674,1991
"Santa Maria da Boa Vista","PE",0.587,0.53,0.672,0.559,1991
"Santa Maria da Vitória","BA",0.536,0.5,0.599,0.509,1991
"Santana do Manhuaçu","MG",0.58,0.528,0.596,0.615,1991
"São Felipe","BA",0.554,0.462,0.638,0.562,1991
"São José do Jacuri","MG",0.546,0.481,0.619,0.539,1991
"São Miguel do Guaporé","RO",0.546,0.445,0.559,0.635,1991
"Veredinha","MG",0.546,0.446,0.666,0.527,1991
"Xapuri","AC",0.564,0.538,0.586,0.567,1991
"Almenara","MG",0.597,0.587,0.629,0.576,1991
"Angico","TO",0.518,0.428,0.562,0.563,1991
"Barra Longa","MG",0.588,0.529,0.566,0.668,1991
"Barreiras do Piauí","PI",0.589,0.453,0.65,0.664,1991
"Campanário","MG",0.601,0.54,0.615,0.648,1991
"Catolé do Rocha","PB",0.561,0.474,0.616,0.593,1991
"Conceição da Feira","BA",0.586,0.521,0.568,0.668,1991
"Corumbiara","RO",0.542,0.427,0.572,0.626,1991
"Cruzeiro do Sul","AC",0.605,0.545,0.647,0.622,1991
"Curuá","PA",0.557,0.457,0.604,0.611,1991
"Filadélfia","TO",0.588,0.507,0.637,0.619,1991
"Itacambira","MG",0.601,0.418,0.674,0.712,1991
"Jequitinhonha","MG",0.583,0.508,0.682,0.558,1991
"Pacoti","CE",0.544,0.462,0.643,0.528,1991
"Santa Tereza do Tocantins","TO",0.613,0.469,0.613,0.758,1991
"Varjota","CE",0.551,0.472,0.63,0.551,1991
"Abreulândia","TO",0.545,0.464,0.588,0.583,1991
"Alvorada de Minas","MG",0.575,0.456,0.676,0.592,1991
"Ananás","TO",0.58,0.512,0.585,0.643,1991
"Cândido de Abreu","PR",0.588,0.481,0.662,0.62,1991
"Capitão Enéas","MG",0.594,0.516,0.652,0.614,1991
"Caravelas","BA",0.488,0.487,0.555,0.421,1991
"Orocó","PE",0.572,0.497,0.691,0.527,1991
"Pancas","ES",0.577,0.532,0.55,0.648,1991
"Pavão","MG",0.564,0.5,0.682,0.509,1991
"Santa Efigênia de Minas","MG",0.559,0.467,0.638,0.573,1991
"São Gonçalo dos Campos","BA",0.556,0.488,0.561,0.62,1991
"Silvanópolis","TO",0.583,0.503,0.55,0.697,1991
"Taguatinga","TO",0.544,0.487,0.559,0.585,1991
"Tartarugalzinho","AP",0.59,0.528,0.655,0.587,1991
"Virgolândia","MG",0.594,0.531,0.636,0.615,1991
"Açailândia","MA",0.564,0.576,0.545,0.571,1991
"Benjamin Constant do Sul","RS",0.598,0.502,0.624,0.668,1991
"Cumaru do Norte","PA",0.585,0.612,0.623,0.52,1991
"Dores de Guanhães","MG",0.577,0.489,0.66,0.582,1991
"Guaraciaba","MG",0.564,0.466,0.617,0.609,1991
"Irecê","BA",0.596,0.575,0.544,0.668,1991
"Itambacuri","MG",0.583,0.544,0.602,0.602,1991
"Nísia Floresta","RN",0.564,0.546,0.562,0.584,1991
"Palmeira dos Índios","AL",0.566,0.529,0.584,0.586,1991
"Paraipaba","CE",0.564,0.491,0.596,0.604,1991
"Parecis","RO",0.575,0.535,0.629,0.561,1991
"Santa Bárbara do Tugúrio","MG",0.565,0.489,0.604,0.603,1991
"São João do Manteninha","MG",0.542,0.499,0.575,0.553,1991
"São Sebastião da Boa Vista","PA",0.597,0.484,0.644,0.662,1991
"Terra Nova","PE",0.596,0.509,0.672,0.607,1991
"Água Azul do Norte","PA",0.513,0.532,0.554,0.454,1991
"Botumirim","MG",0.603,0.507,0.651,0.651,1991
"Braúnas","MG",0.597,0.514,0.629,0.649,1991
"Breu Branco","PA",0.561,0.539,0.604,0.54,1991
"Dom Eliseu","PA",0.547,0.578,0.569,0.493,1991
"Equador","RN",0.556,0.47,0.616,0.583,1991
"Goianésia do Pará","PA",0.518,0.543,0.548,0.464,1991
"Macaíba","RN",0.544,0.5,0.568,0.564,1991
"Parnamirim","PE",0.556,0.432,0.7,0.536,1991
"Penedo","AL",0.57,0.543,0.559,0.608,1991
"Prado","BA",0.512,0.476,0.555,0.505,1991
"Santa Terezinha","MT",0.56,0.518,0.504,0.658,1991
"São Pedro do Suaçuí","MG",0.564,0.462,0.625,0.606,1991
"Tauá","CE",0.533,0.476,0.636,0.486,1991
"Várzea do Poço","BA",0.567,0.436,0.632,0.634,1991
"Ventania","PR",0.581,0.532,0.623,0.588,1991
"Itinga do Maranhão","MA",0.557,0.558,0.6,0.514,1991
"Mimoso de Goiás","GO",0.6,0.514,0.68,0.605,1991
"Nova Ipixuna","PA",0.52,0.495,0.587,0.477,1991
"Pau d'Arco","PA",0.563,0.505,0.632,0.551,1991
"Pedra do Anta","MG",0.554,0.498,0.505,0.66,1991
"Rosário do Ivaí","PR",0.566,0.532,0.563,0.604,1991
"São Fernando","RN",0.552,0.496,0.586,0.575,1991
"Virgem da Lapa","MG",0.558,0.479,0.638,0.556,1991
"Vitória do Xingu","PA",0.546,0.503,0.618,0.518,1991
"Barra do Turvo","SP",0.595,0.533,0.644,0.609,1991
"Eldorado dos Carajás","PA",0.542,0.556,0.598,0.472,1991
"Itamarandiba","MG",0.563,0.51,0.614,0.566,1991
"Manacapuru","AM",0.596,0.546,0.581,0.661,1991
"Manaquiri","AM",0.585,0.571,0.64,0.545,1991
"Oratórios","MG",0.569,0.523,0.551,0.633,1991
"Porto Acre","AC",0.564,0.515,0.649,0.527,1991
"Santa Rita do Tocantins","TO",0.561,0.515,0.537,0.631,1991
"Serra Negra do Norte","RN",0.543,0.501,0.616,0.512,1991
"Tefé","AM",0.62,0.55,0.66,0.651,1991
"Urucurituba","AM",0.569,0.421,0.599,0.686,1991
"Vitória de Santo Antão","PE",0.577,0.544,0.585,0.603,1991
"Alto Alegre","RR",0.614,0.654,0.574,0.614,1991
"Amargosa","BA",0.561,0.498,0.598,0.588,1991
"Bragança","PA",0.557,0.49,0.532,0.649,1991
"Francisco Sá","MG",0.581,0.503,0.652,0.588,1991
"Ipiaú","BA",0.572,0.564,0.529,0.622,1991
"Jequeri","MG",0.59,0.497,0.654,0.619,1991
"Maruim","SE",0.572,0.486,0.561,0.67,1991
"Moita Bonita","SE",0.565,0.489,0.629,0.578,1991
"Piçarra","PA",0.502,0.448,0.632,0.426,1991
"Santa Maria do Oeste","PR",0.546,0.437,0.565,0.637,1991
"Sericita","MG",0.554,0.498,0.561,0.603,1991
"Serra Branca","PB",0.571,0.501,0.568,0.645,1991
"Tacuru","MS",0.602,0.564,0.635,0.608,1991
"Tuparetama","PE",0.562,0.497,0.58,0.608,1991
"Uirapuru","GO",0.554,0.535,0.521,0.605,1991
"Antônio Dias","MG",0.577,0.515,0.589,0.626,1991
"Autazes","AM",0.61,0.548,0.64,0.643,1991
"Campo do Brito","SE",0.552,0.518,0.639,0.5,1991
"Caroebe","RR",0.574,0.548,0.526,0.647,1991
"Dois Irmãos do Tocantins","TO",0.571,0.479,0.566,0.668,1991
"Engenheiro Caldas","MG",0.622,0.554,0.651,0.662,1991
"Mendes Pimentel","MG",0.586,0.517,0.676,0.566,1991
"Pacajá","PA",0.5,0.443,0.597,0.459,1991
"Piedade de Caratinga","MG",0.577,0.496,0.652,0.582,1991
"Piranga","MG",0.595,0.469,0.698,0.617,1991
"Pombal","PB",0.559,0.531,0.581,0.564,1991
"Seabra","BA",0.552,0.482,0.589,0.584,1991
"Tanquinho","BA",0.565,0.469,0.589,0.636,1991
"Teodoro Sampaio","BA",0.591,0.507,0.642,0.623,1991
"Theobroma","RO",0.604,0.551,0.658,0.604,1991
"Baixa Grande","BA",0.508,0.392,0.619,0.512,1991
"Concórdia do Pará","PA",0.578,0.56,0.631,0.542,1991
"Diogo de Vasconcelos","MG",0.584,0.497,0.654,0.601,1991
"Divinópolis do Tocantins","TO",0.578,0.54,0.543,0.65,1991
"Iracema","CE",0.513,0.434,0.589,0.516,1991
"Jussiape","BA",0.592,0.499,0.636,0.64,1991
"Lucrécia","RN",0.545,0.462,0.573,0.6,1991
"Pedra Azul","MG",0.585,0.521,0.625,0.61,1991
"Ponto Chique","MG",0.569,0.472,0.636,0.6,1991
"Pracuúba","AP",0.533,0.438,0.57,0.592,1991
"Rubelita","MG",0.545,0.43,0.638,0.567,1991
"Açucena","MG",0.579,0.472,0.665,0.599,1991
"Água Doce do Norte","ES",0.563,0.472,0.546,0.67,1991
"Bugre","MG",0.583,0.458,0.695,0.597,1991
"Bujaru","PA",0.599,0.508,0.673,0.615,1991
"Buritizeiro","MG",0.586,0.507,0.593,0.658,1991
"Cantá","RR",0.551,0.566,0.574,0.513,1991
"Guarabira","PB",0.583,0.519,0.652,0.578,1991
"Guaraqueçaba","PR",0.584,0.513,0.611,0.627,1991
"Ibiassucê","BA",0.572,0.492,0.642,0.583,1991
"Ipueiras","TO",0.539,0.447,0.607,0.563,1991
"Itapipoca","CE",0.539,0.425,0.662,0.53,1991
"Itarantim","BA",0.528,0.433,0.604,0.547,1991
"Mazagão","AP",0.572,0.503,0.701,0.511,1991
"Nova Mamoré","RO",0.577,0.548,0.547,0.636,1991
"Nova Módica","MG",0.573,0.523,0.636,0.561,1991
"Pequizeiro","TO",0.599,0.544,0.618,0.634,1991
"Salinas da Margarida","BA",0.581,0.467,0.551,0.725,1991
"Santa Rita","PB",0.567,0.504,0.599,0.597,1991
"São Miguel das Matas","BA",0.556,0.482,0.632,0.555,1991
"São Sebastião do Uatumã","AM",0.661,0.577,0.614,0.791,1991
"Vitória do Jari","AP",0.551,0.529,0.57,0.555,1991
"Aurora do Tocantins","TO",0.566,0.508,0.527,0.663,1991
"Barro","CE",0.532,0.422,0.63,0.543,1991
"Careiro da Várzea","AM",0.579,0.534,0.64,0.564,1991
"Carolina","MA",0.58,0.487,0.617,0.636,1991
"Ipojuca","PE",0.53,0.466,0.597,0.527,1991
"Mirabela","MG",0.595,0.524,0.652,0.609,1991
"Nova Viçosa","BA",0.548,0.551,0.548,0.544,1991
"Novo Horizonte","BA",0.59,0.485,0.667,0.618,1991
"Pindorama do Tocantins","TO",0.591,0.512,0.593,0.668,1991
"Ribeirão","PE",0.562,0.503,0.652,0.53,1991
"Serrinha","BA",0.566,0.496,0.589,0.612,1991
"Serro","MG",0.602,0.534,0.657,0.615,1991
"Sousa","PB",0.564,0.528,0.581,0.582,1991
"Sumé","PB",0.573,0.481,0.647,0.592,1991
"Alvarenga","MG",0.589,0.489,0.649,0.63,1991
"Araponga","MG",0.549,0.462,0.659,0.525,1991
"Bocaina","PI",0.531,0.435,0.595,0.563,1991
"Bom Jesus do Galho","MG",0.579,0.484,0.608,0.646,1991
"Cristino Castro","PI",0.556,0.454,0.63,0.585,1991
"Espinosa","MG",0.572,0.494,0.649,0.572,1991
"Felício dos Santos","MG",0.567,0.437,0.679,0.584,1991
"Florânia","RN",0.535,0.452,0.592,0.56,1991
"Independência","CE",0.521,0.44,0.617,0.507,1991
"Lagoa dos Patos","MG",0.558,0.501,0.61,0.563,1991
"Monte Azul","MG",0.569,0.48,0.6,0.626,1991
"Mutuípe","BA",0.502,0.455,0.521,0.53,1991
"Pindoretama","CE",0.539,0.468,0.588,0.561,1991
"Santa Fé do Araguaia","TO",0.523,0.495,0.564,0.51,1991
"São Félix","BA",0.556,0.497,0.55,0.62,1991
"São José do Egito","PE",0.598,0.527,0.655,0.612,1991
"Simolândia","GO",0.564,0.475,0.618,0.598,1991
"Ubajara","CE",0.52,0.465,0.574,0.521,1991
"Valente","BA",0.54,0.486,0.528,0.605,1991
"Arapiraca","AL",0.556,0.563,0.525,0.579,1991
"Boninal","BA",0.55,0.448,0.645,0.556,1991
"Coluna","MG",0.549,0.482,0.599,0.565,1991
"Divisa Alegre","MG",0.53,0.488,0.578,0.524,1991
"Francisco Dumont","MG",0.572,0.511,0.588,0.617,1991
"Ibitiara","BA",0.534,0.423,0.636,0.544,1991
"Maracanã","PA",0.618,0.461,0.643,0.75,1991
"Nhamundá","AM",0.607,0.5,0.599,0.722,1991
"Novo Airão","AM",0.6,0.524,0.614,0.662,1991
"Padre Paraíso","MG",0.56,0.48,0.644,0.557,1991
"Riachuelo","RN",0.526,0.411,0.61,0.557,1991
"Ribeirópolis","SE",0.568,0.509,0.642,0.554,1991
"São José do Sabugi","PB",0.54,0.435,0.586,0.598,1991
"Campos Sales","CE",0.53,0.467,0.617,0.506,1991
"Coaraci","BA",0.559,0.476,0.634,0.566,1991
"Congonhas do Norte","MG",0.572,0.468,0.664,0.585,1991
"Divina Pastora","SE",0.563,0.478,0.61,0.6,1991
"Eliseu Martins","PI",0.559,0.417,0.642,0.619,1991
"Elísio Medrado","BA",0.564,0.469,0.655,0.569,1991
"Igaporã","BA",0.54,0.45,0.631,0.538,1991
"Lajes Pintadas","RN",0.544,0.418,0.614,0.601,1991
"Nossa Senhora do Livramento","MT",0.566,0.515,0.683,0.5,1991
"Primavera","PA",0.542,0.432,0.592,0.601,1991
"Rodelas","BA",0.614,0.603,0.59,0.65,1991
"Santa Cruz","RN",0.562,0.496,0.596,0.594,1991
"Santa Cruz da Baixa Verde","PE",0.531,0.425,0.586,0.583,1991
"Santo Amaro das Brotas","SE",0.564,0.448,0.627,0.616,1991
"Santo Antônio","RN",0.54,0.499,0.61,0.51,1991
"Serra dos Aimorés","MG",0.596,0.563,0.565,0.66,1991
"Serranópolis de Minas","MG",0.536,0.429,0.628,0.552,1991
"Tibau do Sul","RN",0.504,0.455,0.531,0.525,1991
"Timon","MA",0.581,0.503,0.593,0.646,1991
"Alto Santo","CE",0.533,0.463,0.661,0.476,1991
"Amajari","RR",0.664,0.681,0.716,0.595,1991
"Apodi","RN",0.544,0.483,0.579,0.57,1991
"Arapoema","TO",0.576,0.549,0.564,0.614,1991
"Bom Jesus da Lapa","BA",0.554,0.51,0.568,0.584,1991
"Bonfim","RR",0.589,0.575,0.591,0.601,1991
"Gravatá","PE",0.561,0.548,0.587,0.547,1991
"Guaramiranga","CE",0.546,0.442,0.643,0.554,1991
"Itiruçu","BA",0.54,0.463,0.615,0.542,1991
"Jacaraci","BA",0.54,0.443,0.642,0.536,1991
"Jaguaruana","CE",0.543,0.474,0.638,0.517,1991
"Lagoa do Carro","PE",0.524,0.493,0.541,0.538,1991
"Laje","BA",0.524,0.495,0.632,0.446,1991
"Livramento do Brumado","BA",0.571,0.505,0.638,0.571,1991
"Montividiu do Norte","GO",0.574,0.506,0.578,0.639,1991
"Mortugaba","BA",0.56,0.443,0.65,0.587,1991
"Porto Alegre do Tocantins","TO",0.563,0.466,0.593,0.631,1991
"Porto Estrela","MT",0.531,0.478,0.598,0.517,1991
"Presidente Juscelino","MG",0.578,0.486,0.618,0.629,1991
"São João do Paraíso","MA",0.511,0.405,0.616,0.511,1991
"São Sebastião do Anta","MG",0.552,0.503,0.613,0.54,1991
"Senhora de Oliveira","MG",0.575,0.478,0.588,0.658,1991
"Água Branca","PI",0.561,0.488,0.571,0.625,1991
"Ataléia","MG",0.552,0.464,0.65,0.542,1991
"Custódia","PE",0.548,0.471,0.648,0.524,1991
"Groaíras","CE",0.528,0.458,0.594,0.533,1991
"Itapé","BA",0.516,0.398,0.621,0.528,1991
"Jaguaribara","CE",0.553,0.485,0.648,0.525,1991
"Jati","CE",0.515,0.438,0.608,0.499,1991
"Jerumenha","PI",0.583,0.487,0.652,0.611,1991
"Malacacheta","MG",0.548,0.468,0.63,0.547,1991
"Muaná","PA",0.584,0.468,0.657,0.627,1991
"Muniz Ferreira","BA",0.531,0.45,0.585,0.559,1991
"Palmares","PE",0.558,0.534,0.573,0.566,1991
"Propriá","SE",0.584,0.544,0.513,0.695,1991
"Reriutaba","CE",0.521,0.452,0.63,0.481,1991
"Rio de Contas","BA",0.551,0.468,0.609,0.575,1991
"Rodolfo Fernandes","RN",0.533,0.464,0.592,0.543,1991
"Santa Maria das Barreiras","PA",0.604,0.598,0.639,0.574,1991
"Senhora do Porto","MG",0.564,0.495,0.596,0.601,1991
"Serra Azul de Minas","MG",0.551,0.446,0.653,0.553,1991
"Tanhaçu","BA",0.476,0.471,0.535,0.422,1991
"Viçosa","RN",0.526,0.426,0.555,0.597,1991
"Xambioá","TO",0.601,0.573,0.564,0.665,1991
"Dom Joaquim","MG",0.573,0.496,0.601,0.622,1991
"Guaiúba","CE",0.554,0.458,0.652,0.552,1991
"Jacareacanga","PA",0.534,0.632,0.678,0.292,1991
"Jacobina","BA",0.541,0.551,0.457,0.616,1991
"Jaíba","MG",0.527,0.474,0.53,0.578,1991
"Novo Jardim","TO",0.526,0.435,0.596,0.547,1991
"Oeiras do Pará","PA",0.572,0.502,0.643,0.572,1991
"Palestina do Pará","PA",0.537,0.448,0.613,0.55,1991
"Pirambu","SE",0.558,0.484,0.585,0.604,1991
"Ponta de Pedras","PA",0.609,0.49,0.656,0.68,1991
"Quixeré","CE",0.536,0.473,0.638,0.496,1991
"Rafael Fernandes","RN",0.583,0.503,0.592,0.655,1991
"Santa Rosa do Tocantins","TO",0.582,0.504,0.623,0.619,1991
"São Francisco do Oeste","RN",0.532,0.479,0.567,0.551,1991
"São João de Pirabas","PA",0.563,0.473,0.611,0.606,1991
"Sena Madureira","AC",0.545,0.519,0.645,0.47,1991
"Uruçuca","BA",0.525,0.431,0.634,0.51,1991
"Beberibe","CE",0.526,0.457,0.611,0.509,1991
"Carnaubais","RN",0.531,0.52,0.536,0.538,1991
"Gilbués","PI",0.552,0.458,0.574,0.625,1991
"Goianinha","RN",0.504,0.488,0.529,0.494,1991
"Japaratuba","SE",0.566,0.502,0.545,0.65,1991
"Laranjal","PR",0.544,0.484,0.63,0.517,1991
"Redenção","CE",0.54,0.454,0.597,0.57,1991
"Rurópolis","PA",0.523,0.448,0.547,0.575,1991
"Santa Inês","BA",0.519,0.443,0.629,0.486,1991
"Santa Maria do Pará","PA",0.6,0.577,0.61,0.613,1991
"Santa Rita de Cássia","BA",0.545,0.418,0.601,0.616,1991
"Trairão","PA",0.553,0.517,0.634,0.507,1991
"Ubaí","MG",0.563,0.504,0.621,0.564,1991
"Araripina","PE",0.531,0.473,0.581,0.539,1991
"Campo Azul","MG",0.59,0.501,0.652,0.618,1991
"Conceição do Tocantins","TO",0.568,0.511,0.593,0.601,1991
"Icaraí de Minas","MG",0.565,0.462,0.682,0.552,1991
"Itamaraju","BA",0.556,0.565,0.548,0.554,1991
"Itaóca","SP",0.577,0.511,0.585,0.634,1991
"Mirinzal","MA",0.56,0.459,0.572,0.648,1991
"Mulungu","CE",0.548,0.464,0.652,0.527,1991
"Palmácia","CE",0.563,0.483,0.652,0.555,1991
"Pau d'Arco","TO",0.587,0.528,0.647,0.587,1991
"Porto de Moz","PA",0.521,0.495,0.651,0.418,1991
"São João do Piauí","PI",0.564,0.487,0.587,0.617,1991
"São Luís do Curu","CE",0.543,0.497,0.548,0.585,1991
"Verdejante","PE",0.53,0.424,0.648,0.519,1991
"Vista Serrana","PB",0.549,0.477,0.621,0.549,1991
"Chapada da Natividade","TO",0.536,0.433,0.596,0.579,1991
"Macambira","SE",0.546,0.468,0.647,0.522,1991
"Marechal Deodoro","AL",0.539,0.489,0.62,0.509,1991
"Palhano","CE",0.521,0.393,0.638,0.533,1991
"Ribeirão Branco","SP",0.565,0.503,0.555,0.638,1991
"Santo Estêvão","BA",0.55,0.505,0.578,0.568,1991
"São Romão","MG",0.556,0.51,0.557,0.6,1991
"Timbaúba","PE",0.547,0.52,0.543,0.579,1991
"Amaralina","GO",0.558,0.541,0.578,0.554,1991
"Angical do Piauí","PI",0.565,0.474,0.594,0.627,1991
"Itajuípe","BA",0.545,0.491,0.584,0.559,1991
"Marilac","MG",0.566,0.497,0.588,0.614,1991
"Nazaré","TO",0.568,0.451,0.585,0.668,1991
"Nova Belém","MG",0.495,0.422,0.575,0.488,1991
